"Name of Hospital"	"Hospital Id"	Mobile	Email	"Hospital Type"	Address	District	hospital
Vallana,HOSP03CHC011,8592921472,vallanachc@gmail.com,CHC,"CHC Vallana, Erumakkadu PO",PATHANAMTHITTA,6440d365bc3a1cbc360972c9
Vechoochira,HOSP03CHC012,9747211462,vechoochirachc@gmail.com,CHC,"CHC VECHUCHIRA,mannadisala p.o",PATHANAMTHITTA,6440d365bc3a1cbc360972ca
ANGAMOOZHY,HOSP03PHC001,9446189365,angamoozhiphc@gmail.com,PHCFHC,"PHC Angamoozhy, Angamoozhy,",PATHANAMTHITTA,6440d365bc3a1cbc360972cb
ANICAD,HOSP03PHC002,9562659593,fhcanicadu@gmail.com,PHCFHC,"VAIPUR PO, MALLAPALLY ",PATHANAMTHITTA,6440d365bc3a1cbc360972cc
CHANDANAPPALLY,HOSP03PHC003,9495835755,phcchandanapally@gmail.com,PHCFHC,"CHANDANAPPALLY P O",PATHANAMTHITTA,6440d365bc3a1cbc360972cd
CHENNERKARA,HOSP03PHC004,9497638866,chennerkaraphc@gmail.com,PHCFHC,"ELAVUMTHITTA P O",PATHANAMTHITTA,6440d365bc3a1cbc360972ce
CHERUKOLE,HOSP03PHC005,9496960488,phccherukole@gmail.com,PHCFHC,VAYALATHALA.P.O,PATHANAMTHITTA,6440d365bc3a1cbc360972cf
ERATHU,HOSP03PHC006,9946779450,phcerathu1@gmail.com,PHCFHC,"Manakala P.O, PIN - 691551",PATHANAMTHITTA,6440d365bc3a1cbc360972d0
EZHAMKULAM,HOSP03PHC007,9446852621,ezhamkulamphc@gmail.com,PHCFHC,"KAITHAPARAMBU PO EZHAMKULAM PIN 691526",PATHANAMTHITTA,6440d365bc3a1cbc360972d1
KADAMMANITTA,HOSP03PHC008,9961761239,phckadammanitta@gmail.com,PHCFHC,"KADAMMANITTA P O ",PATHANAMTHITTA,6440d365bc3a1cbc360972d2
KADAMPANAD,HOSP03PHC009,9497306744,kadampanadphc@gmail.com,PHCFHC,"Kadampanad south P O",PATHANAMTHITTA,6440d365bc3a1cbc360972d3
KADAPRA,HOSP03PHC010,9020266004,phckadapra@gmail.com,PHCFHC,"Kadapra P.O",PATHANAMTHITTA,6440d365bc3a1cbc360972d4
KAVIYOOR,HOSP03PHC011,x,"phckaviyoor@gmail.com ",PHCFHC,"Kaviyoor P O",PATHANAMTHITTA,6440d365bc3a1cbc360972d5
"KIZAKKE OTHARA",HOSP03PHC012,9400242309,otheraphc@gmail.com,PHCFHC,"FHC OTHERA,",PATHANAMTHITTA,6440d365bc3a1cbc360972d6
KOIPURAM,HOSP03PHC013,8281295394,koipuramphc@gmail.com,PHCFHC," NellickalP.O",PATHANAMTHITTA,6440d365bc3a1cbc360972d7
KOKKATHODU,HOSP03PHC014,8078195774,kokkathoduphc@gmail.com,PHCFHC,"kOKKATHODU P O",PATHANAMTHITTA,6440d365bc3a1cbc360972d8
KOODAL,HOSP03PHC015,9446539451,phckoodal388@gmail.com,PHCFHC,"Koodal (P.O), PIN- 689693",PATHANAMTHITTA,6440d365bc3a1cbc360972d9
KOTTANAD,HOSP03PHC016,9495265801,phckottanadu@gmail.com,PHCFHC,"kottanadu po -689615",PATHANAMTHITTA,6440d365bc3a1cbc360972da
KOTTANGAL,HOSP03PHC017,9544810376,phckottagal@gmail.com,PHCFHC,"kottagal po.",PATHANAMTHITTA,6440d365bc3a1cbc360972db
KULANADA,HOSP03PHC018,9895830150,phckulanada1@gmail.com,PHCFHC,"Kulanada PO, Pathanamthitta ",PATHANAMTHITTA,6440d365bc3a1cbc360972dc
KUTTAPUZHA,HOSP03PHC019,4692633047,phckuttapuzha@gmail.com,PHCFHC,"Kuttapuzha P O, Thiruvalla ",PATHANAMTHITTA,6440d365bc3a1cbc360972dd
KUTTOOR,HOSP03PHC020,9633975134,phckuttoor@gmail.com,PHCFHC,"PHC Kuttoor ",PATHANAMTHITTA,6440d365bc3a1cbc360972de
MALAYALAPUZHA,HOSP03PHC021,9447556224,phcmalayalapuzha@gmail.com,PHCFHC,"Thazham P O",PATHANAMTHITTA,6440d365bc3a1cbc360972df
MALLAPUZHASSERY,HOSP03PHC022,8891435308,phcmalla@gmail.com,PHCFHC,"Punnackadu P.O, PIN: 689652",PATHANAMTHITTA,6440d365bc3a1cbc360972e0
MANJINIKARA,HOSP03PHC023,9495549794,manjanikkaraphc@gmail.com,PHCFHC,"Mathoor P.O, PIN 689647",PATHANAMTHITTA,6440d365bc3a1cbc360972e1
MEZHUVELI,HOSP03PHC024,9747318815,mezhuveliphc@gmail.com,PHCFHC,"ULLANNOOR P O,PIN:689503",PATHANAMTHITTA,6440d365bc3a1cbc360972e2
MYLAPRA,HOSP03PHC025,04682276224/9495547523,phcmylapra@gmail.com,PHCFHC,"Mylapra P.O.",PATHANAMTHITTA,6440d365bc3a1cbc360972e3
NARANAMMOOZHY,HOSP03PHC026,"04735 271244",phcnaranammoozhy@gmail.com,PHCFHC,"NARANAMMOOZHY P.O 689711",PATHANAMTHITTA,6440d365bc3a1cbc360972e4
NEDUMPURAM,HOSP03PHC027,"0469 2642640",phcnedumpuram@gmail.com,PHCFHC,"Nedupuram, ",PATHANAMTHITTA,6440d365bc3a1cbc360972e5
NILACKAL,HOSP03PHC028,9847514546,nilakkalphc@gmail.com,PHCFHC,"pampa Triveni p. o. pin:689662",PATHANAMTHITTA,6440d365bc3a1cbc360972e6
NIRANAM,HOSP03PHC029,9447463637,mophcniranampa@gmail.com,PHCFHC,"FHC Niranam, Thiruvalla, Pathanamthitta 689621",PATHANAMTHITTA,6440d365bc3a1cbc360972e7
OMALLOOR,HOSP03PHC030,9497812336,phcomalloor@gmail.com,PHCFHC,Omalloor,PATHANAMTHITTA,6440d365bc3a1cbc360972e8
PANDALAM,HOSP03PHC031,9497595047,pandalamphc@gmail.com,PHCFHC,"PANDALAM PO PANDALAM 689501",PATHANAMTHITTA,6440d365bc3a1cbc360972e9
"PANDALAM THEKKEKARA",HOSP03PHC032,9961715944,phcpandalamthekku@gmail.com,PHCFHC,"Pandalam Thekkekaka , Thattayil P.O, ",PATHANAMTHITTA,6440d365bc3a1cbc360972ea
PALLICKAL,HOSP03PHC033,7034444557,phcpallickal@gmail.com,PHCFHC,"THOTTUVA,ANAYADI PO",PATHANAMTHITTA,6440d365bc3a1cbc360972eb
PRAMADAM,HOSP03PHC034,9446630360,phcpramadom@gmail.com,PHCFHC,"V Kottayam P.O PIN 689656",PATHANAMTHITTA,6440d365bc3a1cbc360972ec
PURAMATTOM,HOSP03PHC035,9544406993,phcpuramattom@gmail.com,PHCFHC,"Puramattom P.O, 689543",PATHANAMTHITTA,6440d365bc3a1cbc360972ed
"RANNI ANGADI",HOSP03PHC036,9447594852,phcangady@gmail.com,PHCFHC,"Angadi, Ranni",PATHANAMTHITTA,6440d365bc3a1cbc360972ee
"RANNI PAZHAVANGADI",HOSP03PHC037,9605436999,phcpazhavangadi99@gmail.com,PHCFHC,"PHC Ranni Pzhavangadi",PATHANAMTHITTA,6440d365bc3a1cbc360972ef
SEETHATHODE,HOSP03PHC038,8281885755,seethathodephc@gmail.com,PHCFHC,seethathode,PATHANAMTHITTA,6440d365bc3a1cbc360972f0
THANNITHODU,HOSP03PHC039,9532093563,tndphc@gmail.com,PHCFHC,"Thannithod P O",PATHANAMTHITTA,6440d365bc3a1cbc360972f1
THELLIYOOR,HOSP03PHC040,9846425685,thelliyoorphc@gmail.com,PHCFHC,"THELLIYOOR PO",PATHANAMTHITTA,6440d365bc3a1cbc360972f2
THOTTAPUZHASERY,HOSP03PHC041,8289907242,thottapuzhasseryphc@gmail.com,PHCFHC,"PHC Thottapuzhassery,kurianoor ",PATHANAMTHITTA,6440d365bc3a1cbc360972f3
VADASSERIKARA,HOSP03PHC042,8921050949,"phcvadasseikkara @ gmail. com",PHCFHC,"Vadasseikkara po",PATHANAMTHITTA,6440d365bc3a1cbc360972f4
VALLICODE,HOSP03PHC043,046822356338,phcvallikode@gmail.com,PHCFHC,"Phc vallicode",PATHANAMTHITTA,6440d365bc3a1cbc360972f5
"THQH Konni",HOSP03TH001,9535937088,chckonni@gmail.com,THQH,"Superintendent , Taluk Headquarters Hospital, konni pin : 689691",PATHANAMTHITTA,6440d365bc3a1cbc360972f6
"THQH Mallappally",HOSP03TH002,8113890351,thospitalmallappally@gmail.com,THQH,"Mallappally West P. O, Mallappally, Pin 689 585",PATHANAMTHITTA,6440d365bc3a1cbc360972f7
"THQH Ranni",HOSP03TH003,8921435668,thqhranni@gmail.com,THQH,"superintendent,Thaluk head quarters hosptal,perumbuzha p.o ,ranni ",PATHANAMTHITTA,6440d365bc3a1cbc360972f8
"THQH Thiruvalla",HOSP03TH004,98461111765,thqhtvl@gmail.com,THQH,"Taluk Head Qurters Hospitl,Thiruvalla",PATHANAMTHITTA,6440d365bc3a1cbc360972f9
"General Hospital, Adoor",HOSP03GH001,04734223236,"gshadoor@gmail.com, proadoor@gmail.com ",GH,"Adoor , Adoor",PATHANAMTHITTA,6440d365bc3a1cbc360972fa
"General Hospital, Pathanamthitta",HOSP03GH002,9447979777,"ghpathanamthitta@gmail.com,pro.ghpta@gmail.com",GH,"General Hospital Pathanamthitta P O,Pathanamthitta 689645",PATHANAMTHITTA,6440d365bc3a1cbc360972fb
"District Hospital, Kozhencherry",HOSP03DH001,9995690397,dhkpta@gmail.com,DH,"Kozhencherry, Near Pt. Bus stand",PATHANAMTHITTA,6440d365bc3a1cbc360972fc
"Govt Medical College Konni",HOSP03MCH001,9847281253,supdtgmckonni@gmail.com,MCH,"GMC KONNI, KUMMANNOOR(P O)",PATHANAMTHITTA,6440d365bc3a1cbc360972fd
"CHC Anchuthengu",HOSP01CHC001,8129274408,anchuthenguchc@gmail.com,CHC,"Anchuthengu, Anchuthengu. P. O",Trivandrum,6440d365bc3a1cbc360972fe
"CHC Andoorkonam",HOSP01CHC002,9446467090,phcandoorkonam@gamil.com,CHC,Andoorkonam,Trivandrum,6440d365bc3a1cbc360972ff
CHCAryanadu,HOSP01CHC003,9447413309,chcaryanad@gmail.com,CHC,"Community Health Centre Aryanad, Aryanad .P.O",Trivandrum,6440d365bc3a1cbc36097300
"CHC Iranimuttom",HOSP01CHC004,9747211425,mo.chc.iranimuttom@gmail.com,CHC,"CHC Iranimuttom ,Iranimuttom",Trivandrum,6440d365bc3a1cbc36097301
"CHC Kallara",HOSP01CHC005,9446076350,chckallara@gmail.com,CHC,"COMMUNITY HEALTH CENTRE KALLARA",Trivandrum,6440d365bc3a1cbc36097302
"CHC Kanyakulangara",HOSP01CHC006,0472-2831209,chckanyakulangara1&gmail.com,CHC,"CHC KANYAKULANGARA,KANYAKLANGARA.P.O VEMBAYAM.TRIVANDRUM-695615",Trivandrum,6440d365bc3a1cbc36097303
"CHC Kattakkada",HOSP01CHC007,"+91 94474 39712","chckattakadaold@gmail.com ",CHC,"CHC kattakada kattakada ",Trivandrum,6440d365bc3a1cbc36097304
"CHC Kesavapuram",HOSP01CHC008,9497009992,chcksvpm2022@gmail.com,CHC,"Medical officer, Community Health Centre, Kesavapuram Nagaroor (po)Kilimanoor PIN-695601",Trivandrum,6440d365bc3a1cbc36097305
"CHC Manamboor",HOSP01CHC010,9633819795,mbrchc@gmail.com,CHC,"MANAMBOOR PO, MANAMBOOR PIN 695611",Trivandrum,6440d365bc3a1cbc36097306
"CHC Pallickal",HOSP01CHC011,7012772876,phcpallickal123@gmail.com,CHC,"CHC PALLICKAL",Trivandrum,6440d365bc3a1cbc36097307
"CHC Palode",HOSP01CHC012,9447128584,"Chcpalode @gmail. Com",CHC,"Community health center palode nanniyode pacha po",Trivandrum,6440d365bc3a1cbc36097308
"CHC Perumkadavila",HOSP01CHC013,9605623330,phcperumkadavila@gmail.com,CHC,"Community Health centre Perumkadavila ",Trivandrum,6440d365bc3a1cbc36097309
"CHC Poonthura",HOSP01CHC014,0471-2380427,phcpoonthura@gmail.com,CHC,"S.M Lock Junction,Puthenpally Poonthura.P.O",Trivandrum,6440d365bc3a1cbc3609730a
"CHC Poovar",HOSP01CHC015,9400655299,chcpoovar@gmail.com,CHC,"Medical Officer in Charge CHC Poovar, Poovar PO",Trivandrum,6440d365bc3a1cbc3609730b
"CHC Pulluvila",HOSP01CHC016,"0471 2260348","pvlachc10@gmail.com ",CHC,"Community health centre Pulluvila, Pulluvila p. O",Trivandrum,6440d365bc3a1cbc3609730c
"CHC Puthenthope",HOSP01CHC017,9947178326,chcputhenthope@gmail.com,CHC,"CHC PUTHENTHOPPE, 695586",Trivandrum,6440d365bc3a1cbc3609730d
CHCVakkom,HOSP01CHC018,9846990017,movakkom@gmail.com,CHC,"RURAL HEALTH CENTRE VAKKOM, VAKKOM. PO",Trivandrum,6440d365bc3a1cbc3609730e
CHCVellanad,HOSP01CHC019,4722882199,vellanadchc@gmail.com,CHC,"Vellanad ",Trivandrum,6440d365bc3a1cbc3609730f
CHCVellarada,HOSP01CHC020,9961367267,"chcvellarada1@gmail..com ",CHC,"CHC Vellarada ",Trivandrum,6440d365bc3a1cbc36097310
CHCVenpakal,HOSP01CHC021,0471-2223594,chcvnta@gmail.com,CHC,"CHC Venpakal , Venpakal PO",Trivandrum,6440d365bc3a1cbc36097311
CHCVilappil,HOSP01CHC022,8907499103,chcvilappil@gimail.com,CHC,"CHC Vilappilsala , Vilappilsala P O",Trivandrum,6440d365bc3a1cbc36097312
CHCVizhinjam,HOSP01CHC023,4715480400,"mochcvizhinjamtvm@gmail.com, rsbychcvizinjam@gmail.com",CHC,"Kovalam Jn. to Vizhinjam road,Theatre Jn. Vizhinjam P.O. pin-695521.",Trivandrum,6440d365bc3a1cbc36097313
"CHC KOTTUKAL",HOSP01CHC009,0471-2269070,mophckottukal@gmail.com,CHC,"Family Health Centre Kottukal Kottukal P O pin-695501",Trivandrum,6440d365bc3a1cbc36097314
ADAYAMON,HOSP01PHC001,9746671297,adayamonphc@gmail.com,PHC,"family health center ,adayamon",Trivandrum,6440d365bc3a1cbc36097315
AMBOORI,HOSP01PHC002,7902580654,staffphcamboori@gmail.com,PHC,"FHC . Amboori,Mayam",Trivandrum,6440d365bc3a1cbc36097316
ANAD,HOSP01PHC003,9447178345,phcanad@gmail.com,PHC,"Family health centre Anad, Anad P O, Thiruvananthapuram ",Trivandrum,6440d365bc3a1cbc36097317
ANAKUDY,HOSP01PHC004,9544919851,phcanakudy@yahoo.com,PHC,"Fhc anakudy, karimkuttikkara p o., anakudy",Trivandrum,6440d365bc3a1cbc36097318
ARUVIKKARA,HOSP01PHC005,4722887274,"Phcaruvikkara@gmail.com ",PHC,"FHC Aruvikkara, Aruvikkara. P. O, Tvm",Trivandrum,6440d365bc3a1cbc36097319
AZHOOR,HOSP01PHC006,9847223752,moicphcazhoor@gmail.com,PHC,"FHC AZHOOR, PERUMKUZHI. PO",Trivandrum,6440d365bc3a1cbc3609731a
BALARAMAPURAM,HOSP01PHC007,8086218468,phcbalaramapuram@gmail.com,PHC,"FHC Balaramapuram, balaramapuram P O",Trivandrum,6440d365bc3a1cbc3609731b
BHARATHANNOOR,HOSP01PHC008,9745744418,Phcbharathannoor@gmail.com,PHC,"PHC Bharathannoor,pangode p o,Trivandrum",Trivandrum,6440d365bc3a1cbc3609731c
CHEMBOOR,HOSP01PHC009,0471-2257755,phcchemboor@gmail.com,PHC,"Family Health Centre, Chemboor,Ottasekharamangalam.PO,Thiruvananthapuram District,Kerala-695125",Trivandrum,6440d365bc3a1cbc3609731d
CHEMMARUTHY,HOSP01PHC010,9048619671,cmyphc@gmail.com,PHC,CHEMMARUTHY,Trivandrum,6440d365bc3a1cbc3609731e
CHENKAL,HOSP01PHC011,0471-2236622,pchenkal@gmail.com,PHC,"FHC, CHENKAL",Trivandrum,6440d365bc3a1cbc3609731f
CHERUNNIYOOR,HOSP01PHC012,9895864325,vaisakhusha@gmail.com,PHC,"Cherunniyoor ",Trivandrum,6440d365bc3a1cbc36097320
CHETTIVILAKAM,HOSP01PHC013,4712730404,phcchettivilakom@gmail.com,PHC,"Family Health Centre Chettivilakom muckolakal.p.o Thiruvananthapuram 695043",Trivandrum,6440d365bc3a1cbc36097321
EDAVA,HOSP01PHC014,9446093472,edavaphc@gmail.com,PHC,"FAMILY HEALTH CENTRE, EDAVA , EDAVA P.O , THIRUVANANTHAPURAM , PIN:695311",Trivandrum,6440d365bc3a1cbc36097322
JAGATHY,HOSP01PHC015,"0471 2321996",gdjagathy@gmail.com,PHC,"FHC jagathy,Jagathy,Tvm",Trivandrum,6440d365bc3a1cbc36097323
KADAKAMPALLY,HOSP01PHC016,9446500757,phckadakampalli@gmail.com,PHC,"Anayara p.o, Trivandrum - 695029",Trivandrum,6440d365bc3a1cbc36097324
KALLIKADUOLD(VEERANAKAVU),HOSP01PHC017,917025429711,phcvrkvu@gmail.com,PHC,"Phc kallikadu old veernakavu ",Trivandrum,6440d365bc3a1cbc36097325
KALLIKKADNEW,HOSP01PHC018,4712273715,fhckallikkadu@gmail.com,PHC,"Fhc Kallikkadu, Neyyardam Po pin 695572",Trivandrum,6440d365bc3a1cbc36097326
KALLIYOOR,HOSP01PHC019,8848746489,kalliyoorphc@gmail.com,PHC,"FHC Kalliyoor , Tettivila , Klliyoor P O",Trivandrum,6440d365bc3a1cbc36097327
KANJIRAMKULAM,HOSP01PHC020,"0471 2263505","phckjm10@gmail.com ",PHC,"FAMILY HEALTH CENTRE KANJIRAMKULAM p o kaivanvila ",Trivandrum,6440d365bc3a1cbc36097328
KARAKULAM,HOSP01PHC021,4722587700,"karakulamphc@gmail.com ",PHC,"Family Health Center, Karakulam, Vattappara. P.O, TVM-695028",Trivandrum,6440d365bc3a1cbc36097329
KARAMANA,HOSP01PHC022,9446101587,phckaramana@hotmail.com,PHC,"Karamana, Karamana PO, Thiruvananthapuram",Trivandrum,6440d365bc3a1cbc3609732a
KARAVARAM,HOSP01PHC023,9497132333,Phckaravaram@gmail.com,PHC,"Medical officer, family health centre karavaram, karavaram (po) thottaykkadu kallambalam pin 695605",Trivandrum,6440d365bc3a1cbc3609732b
KARODE,HOSP01PHC024,9656288596,"Phckarode8@gmail.com ",PHC,"Karumaram, kakkavila po. Tvpm district ",Trivandrum,6440d365bc3a1cbc3609732c
KATTAKADA(NEW)(AMACHAL),HOSP01PHC025,"+91 94968 18147",fhcamachal@gmail.com,PHC,"Fhc kattakada",Trivandrum,6440d365bc3a1cbc3609732d
KEEZHATTINGAL,HOSP01PHC026,9656596044,phckeezhattingal@gmail.com,PHC,"FAMILY HEALTH CENTRE KEEZHATTINGAL, KEEZHATTINGAL. P. O",Trivandrum,6440d365bc3a1cbc3609732e
KILIMANOOR,HOSP01PHC027,4702651313,phckilimanoor@gmail.com,PHC,"Mulakkalatukavu po, kilimanoor",Trivandrum,6440d365bc3a1cbc3609732f
KIZHVILAM,HOSP01PHC028,8137089890,phckizhuvillam@gmail.com,PHC,"Kizhuvilam, Kizhuvilam P. O",Trivandrum,6440d365bc3a1cbc36097330
KOLLAYIL,HOSP01PHC029,9595352497,phckollayil@gmail.com,PHC,"family health center, near ITI JUNCTION, KOLLAYIL",Trivandrum,6440d365bc3a1cbc36097331
KOTTUKAL,HOSP01PHC030,0471-2269070,mophckottukal@gmail.com,PHC,"Family Health Centre Kottukal Kottukal P O pin-695501",Trivandrum,6440d365bc3a1cbc36097332
"KOWDIAR(PALACE DISPENSARY)",HOSP01PHC031,,,PHC,,Trivandrum,6440d365bc3a1cbc36097333
KULATHOOR,HOSP01PHC032,7560957899,"phckulathoor. 2209551@gmail. com",PHC,"Uchakada Kulathoor",Trivandrum,6440d365bc3a1cbc36097334
KUNNATHUKAL,HOSP01PHC033,9048100456,kklphc@gmail.com,PHC,"Kunnathu lal kunnathukal PO",Trivandrum,6440d365bc3a1cbc36097335
KUTTICHAL,HOSP01PHC034,"+91 94976 88590","phckuttichal@gmail.com ",PHC,"PHC kuttichal,kuttichal ",Trivandrum,6440d365bc3a1cbc36097336
MADAVOOR,HOSP01PHC035,9447632793,madavoorphc@gmail.com,PHC,"FHC MADAVOOR, PULIYOORKONAM PO, PIN 695604",Trivandrum,6440d365bc3a1cbc36097337
MALAYADI,HOSP01PHC036,9447244208,phcmalayadi1@gmail.com,PHC,"Family Health Centre Malayadi, Vinobaniketan .P.O",Trivandrum,6440d365bc3a1cbc36097338
MANGALAPURAM,HOSP01PHC037,4712424100,phcentremangalapuram@gmail.com,PHC,"FHC MANGALAPURAM, THONNAKKAL P O",Trivandrum,6440d365bc3a1cbc36097339
MANICKAL,HOSP01PHC038,9895811808,Phcmanickal@gmail.com,PHC,"F HC Manickal koliyakode Pin 696607",Trivandrum,6440d365bc3a1cbc3609733a
MARANALLOOR,HOSP01PHC039,8848897558,maranalloorphc1@gmail.com,PHC,"PHC Maranellur Koovalasery P O",Trivandrum,6440d365bc3a1cbc3609733b
MUDAKKAL,HOSP01PHC040,9495702462,phcmudakkal@gmail.com,PHC,"FAMILY HEALTH CENTRE MUDAKKAL, VALAKAD. PO, MUDAKKAL",Trivandrum,6440d365bc3a1cbc3609733c
NAGAROOR,HOSP01PHC041,,,PHC,,Trivandrum,6440d365bc3a1cbc3609733d
NAVAIKULAM,HOSP01PHC042,7510188113,phcnavaikulam@gmail.com,PHC,"Phc, Navaikulam ",Trivandrum,6440d365bc3a1cbc3609733e
OTTOOR,HOSP01PHC043,9446506177,ottoorphc@gmail.com,PHC,"Njekkad, Vadasserikonam P. O",Trivandrum,6440d365bc3a1cbc3609733f
PALLICHAL,HOSP01PHC044,9497801020,phcpallichal@gmail.com,PHC,"PHC Pallichal , Balaramapuram P O , 695501",Trivandrum,6440d365bc3a1cbc36097340
PANAVOOR,HOSP01PHC045,9567027770,phcpanavoor@gmail.com,PHC,"Family health centre Panavoor, Panavoor P O, Thiruvananthapuram ",Trivandrum,6440d365bc3a1cbc36097341
PANGAPPARA,HOSP01PHC046,9995236787,mchunitpangapparatrivandrum@gmail.com,PHC,"IFHC pangappara, Pangappara, Trivandrum",Trivandrum,6440d365bc3a1cbc36097342
PARANIYAM,HOSP01PHC047,8113807029,paraniyamphc123@gmail.com,PHC,"FHC Paraniyam, Paraniyam,Poovar PO",Trivandrum,6440d365bc3a1cbc36097343
PARASUVAIKKAL,HOSP01PHC048,"0471 2200070","phcparasuvaikkall@gmail.com ",PHC,"PHC Parasuvaikkal",Trivandrum,6440d365bc3a1cbc36097344
PERINGAMMALA,HOSP01PHC049,4722846310,"phcperingammala@gmail.com ",PHC,"FHC Peringammala",Trivandrum,6440d365bc3a1cbc36097345
PERUMATHURA,HOSP01PHC050,9744854468,perumathuraphc@gmail.com,PHC,"FHC PERUMATHURA",Trivandrum,6440d365bc3a1cbc36097346
PERUMPAZHUTHOOR,HOSP01PHC051,9496194371,"phcperumpazhuthoor @gmail.com",PHC,"PERUMPAZHUTHOOR, OLATHANNI",Trivandrum,6440d365bc3a1cbc36097347
POOZHANAD,HOSP01PHC052,,,PHC,,Trivandrum,6440d365bc3a1cbc36097348
POZHIYOOR,HOSP01PHC053,9746444504,Pozhiyoorphc2010@gmail.com,PHC,"Family Health Centre Pozhiyoor",Trivandrum,6440d365bc3a1cbc36097349
PULIMATH,HOSP01PHC054,7907705570,phcpulimath@gmail.com,PHC,"FAMILY HEALTH CENTRE, PULIMATH, KATTUMPURAM P O, PIN 695608",Trivandrum,6440d365bc3a1cbc3609734a
PULLAMPARA,HOSP01PHC055,8590153624,Phcpullampara@gmail.com,PHC,"PHC Pullampara",Trivandrum,6440d365bc3a1cbc3609734b
PUTHUKURICHY,HOSP01PHC056,,,PHC,,Trivandrum,6440d365bc3a1cbc3609734c
THIRUVALLOM,HOSP01PHC057,9446255011,phcthiruvallam@gmail.com,PHC,"FHC Thiruvallam, Trivandrum, 695027",Trivandrum,6440d365bc3a1cbc3609734d
THOLICODE,HOSP01PHC058,8139888265,phctholicode@yahoo.in,PHC,"FHC Tholicode, Tholicode.P.O. TVM",Trivandrum,6440d365bc3a1cbc3609734e
THONIPARA,HOSP01PHC059,4702667177,tnpraphc@gmail.com,PHC,"FHC THONIPPARA,HARIHARAPURAM PO ELAKAMON VARKALA pin:695310",Trivandrum,6440d365bc3a1cbc3609734f
THONNAKKAL,HOSP01PHC060,9497476417,phcthonnakkal@gmail.com,PHC,"VENGODE , KUDAVOOR.P.O, 695313",Trivandrum,6440d365bc3a1cbc36097350
ULLOOR,HOSP01PHC061,,,PHC,,Trivandrum,6440d365bc3a1cbc36097351
UZHAMALAKKAL,HOSP01PHC062,9744285588,phcuzhamalakkal@gmail.com,PHC,"Phc uzhamalakkal ,uzhamalakkal ",Trivandrum,6440d365bc3a1cbc36097352
VALIYATHURA,HOSP01PHC063,"04712502460 .9446286561",cshvaliathura@gmail.com,PHC,"Valiyathura,Vallakadavu PO,TVPM 695008",Trivandrum,6440d365bc3a1cbc36097353
VAMANAPURAM,HOSP01PHC064,9497057158,Phcvamanapuram@gmail.com,PHC,"Block family health centre. Vamanapuram, vamanapuram po",Trivandrum,6440d365bc3a1cbc36097354
VATTIYOORKAVU,HOSP01PHC065,9567780525,fhcvattiyoorkavu@gmail.com,PHC,"Family Health Centre Vattiyoorkavu ",Trivandrum,6440d365bc3a1cbc36097355
VELI,HOSP01PHC066,2320821,"Veliphc@gmail.com ",PHC,"Primaryhealth centre, veli Thiruvananthapuram ",Trivandrum,6440d365bc3a1cbc36097356
VELLAYANI,HOSP01PHC067,9446483606,phcvellayani@gmail.com,PHC,"phc vellayani , vellayani P O",Trivandrum,6440d365bc3a1cbc36097357
VEMBAYAM,HOSP01PHC068,4722834833,"phcvembayam@gmail.com ",PHC,"Fhc vembayam, konchira. P. O vettinad ",Trivandrum,6440d365bc3a1cbc36097358
VETTORE,HOSP01PHC069,9400993601,vettoorphc@gmail.com,PHC,"Melvettoor p. O, varkala 695312",Trivandrum,6440d365bc3a1cbc36097359
VILAVOORKKAL,HOSP01PHC070,9747287220,phcvil@gmail.com,PHC,"PHC VILAVOORKAL",Trivandrum,6440d365bc3a1cbc3609735a
VIZHINJAMNEWMUKKOLA,HOSP01PHC071,8590397426,phcmukkola@gmail.com,PHC,"FHC MUKKOLA",Trivandrum,6440d365bc3a1cbc3609735b
"AVMCH Poojappura",HOSP01TH008,9447715886,avchwcpjp@gmail.com,THQH,"Ayurveda College Hospital for W & C, Poojappura, Poojappura PO, Thiruvananthapuram",Trivandrum,6440d365bc3a1cbc3609735c
"CHC, Malayinkeezhu",HOSP01TH009,4712282490,thmkyl@gmail.com,THQH,"THQH MALAYINKIL MANIYARAVILA MALAYINKIL PO",Trivandrum,6440d365bc3a1cbc3609735d
"Fisheries Hospital ,Valiyathura",HOSP01TH010,9446286561,cshvaliathura@gmail.com,THQH,"Valiyathura, Valla Kadavu (P0) TVPM 695 008",Trivandrum,6440d365bc3a1cbc3609735e
"Mental Health Center Peroorkada",HOSP01TH011,4712432689,mhctvpm@gmail.com,THQH,"Government Mental health centre Peroorkada Peroorkada P O, Thiruvananthapuram ",Trivandrum,6440d365bc3a1cbc3609735f
"Regional Institute Of Ophthalmology",HOSP01TH012,9747211414,eyehospitaltrivandrum@Gmail.com,THQH,"Jai Vihar Kunnukuzhy Thiruvananthapuram",Trivandrum,6440d365bc3a1cbc36097360
"SPECIALITY TB CENTRE PULAYANARKOTTAH",HOSP01TH013,4712442041,"cdsanatorium@gmail.com ",THQH,"Chest disesase hospital Pulayanarkotta,Pulayanarkotta,",Trivandrum,6440d365bc3a1cbc36097361
"TH Attingal,Tvm",HOSP01TH001,"0470 2622447",thattingal@gmail.com,THQH,"GOVT TALUK HOSPITAL ATTINGAL, VALIYAKUNNU, KIZHUVILAM - PO, THIRUVANANTHAPURAM, PIN - 695104.",Trivandrum,6440d365bc3a1cbc36097362
